TYPE,ID,EMPLOYEE,Supplier,Cuenta,Proyecto,Producto,Rubro,Descripcion,Currency,"Net amount","Tax amount","Gross amount",State,"Asked at",Mes,Semana,Notes,"Additional info","Link to the request"
BUDGET,F-750,,,,"GASTO FIJO",D.O.,"PRUEBAS PSICOMETRICAS","PRUEBAS PSICOMETRICAS",,,,812,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-751,,,,"GASTO FIJO",D.O.,"PRUEBAS PSICOMETRICAS","PRUEBAS PSICOMETRICAS",,,,812,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-752,,,,"GASTO FIJO",D.O.,"PRUEBAS PSICOMETRICAS","PRUEBAS PSICOMETRICAS",,,,812,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-753,,,,"GASTO FIJO",D.O.,"PRUEBAS PSICOMETRICAS","PRUEBAS PSICOMETRICAS",,,,812,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-754,,,,"GASTO FIJO",D.O.,"COSTO DE CONTRATACION","COSTO DE HEADHUNTING (25% DEL ANO)",,,,156542,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-755,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,22796.26,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-756,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,22796.26,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-757,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,23343.85,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-758,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,23343.85,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-759,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,23343.85,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-760,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,24058.41,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-761,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,27835.37,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-762,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,27835.37,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-763,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,27835.37,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-764,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,27835.37,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-765,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,27835.37,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-766,,,,"GASTO FIJO",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,33753.79,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-767,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,1340.15,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-768,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,3742.6,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-769,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,5204.5,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-770,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,5204.5,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-771,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,5204.5,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-772,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,5204.5,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-773,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,7162.63,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-774,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,7162.63,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-775,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,7162.63,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-776,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,7162.63,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-777,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,7162.63,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-778,,,,"GASTO VARIABLE",D.O.,"COMISIONES A LA PAGADORA","SERVICIOS DE OUTSOURCING DE NOMINA (4%)",,,,46159.06,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-779,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,12/01/2015,01/2015,03-15,,,
BUDGET,F-780,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-781,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-782,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-783,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-784,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-785,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-786,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-787,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-788,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-789,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-790,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CUMPLEANOS, DIAS DE LAS MADRES...",,,,1160,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-791,,,,"GASTO FIJO",D.O,"OTROS GASTOS DE PERSONAL","CENA FIN DE ANO",,,,34800,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-792,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,01/12/2015,12/2015,49-15,,,
BUDGET,F-793,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-794,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-795,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-796,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-797,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-798,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-799,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-800,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-801,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-802,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-803,,,,"GASTO FIJO",ADMINISTRACION,PAPELERIA,PAPELERIA,,,,2320,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-804,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,01/12/2015,12/2015,49-15,,,
BUDGET,F-805,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-806,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-807,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-808,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-809,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-810,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-811,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-812,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-813,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-814,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-815,,,,"GASTO FIJO",ADMINISTRACION,DERECHOS,"PERMISOS, LICENCIAS",,,,4005.3118,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-816,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-817,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-818,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-819,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-820,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-821,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-822,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-823,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-824,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-825,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-826,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-827,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-828,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-829,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-830,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-831,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-832,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-833,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-834,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-835,,,,"GASTO VARIABLE",COMPRAS,NOMINA,"AUXILIAR DE COMPRAS",,,,6591.8624,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-836,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,3364.9686,0-BUDGET,01/12/2015,12/2015,49-15,,,
BUDGET,F-837,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,3364.9686,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-838,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,3364.9686,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-839,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-840,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-841,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-842,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-843,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-844,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-845,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-846,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-847,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-848,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-849,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-850,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-851,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-852,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-853,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-854,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-855,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-856,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-857,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-858,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-859,,,,"GASTO FIJO",ALMACEN,NOMINA,"JEFE DE ALMACEN",,,,6729.9372,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-860,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-861,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-862,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-863,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-864,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-865,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-866,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-867,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-868,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-869,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-870,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-871,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-872,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-873,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-874,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-875,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-876,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-877,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-878,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-879,,,,"GASTO VARIABLE","MESA DE CONTROL",NOMINA,"AUXILIAR MESA DE CONTROL",,,,5044.898,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-880,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,01/12/2015,12/2015,49-15,,,
BUDGET,F-881,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-882,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-883,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-884,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-885,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-886,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-887,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-888,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-889,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-890,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-891,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-892,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-893,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-894,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-895,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-896,,,,"GASTO FIJO",ADMINISTRACION,NOMINA,"GERENTE ADMINISTRATIVO",,,,15950,0-BUDGET,14/09/2015,09/2015,38-15,,,
